Date,Time,GRAIN_TYPE,DROPS_SCORE,DRY_MOISTURE,DRY_TEMP,DRY_NATURE,WET_MOISTURE,WET_TEMP,WET_NATURE
20-08-2024,10:37:20,,1355,,,,,,
20-08-2024,10:37:50,,1356,,,,,,
20-08-2024,10:38:20,,1357,,,,,,
20-08-2024,10:38:50,,1358,,,,,,
20-08-2024,10:39:20,,1359,,,,,,
20-08-2024,10:39:50,,1359,,,,,,
20-08-2024,10:40:20,,1360,,,,,,
20-08-2024,10:40:50,,1361,,,,,,
20-08-2024,10:41:20,,1362,,,,,,
20-08-2024,10:41:50,,1363,,,,,,
20-08-2024,10:42:20,,1364,,,,,,
20-08-2024,10:42:50,,1365,,,,,,
20-08-2024,10:43:20,,1366,,,,,,
20-08-2024,10:43:50,,1367,,,,,,
20-08-2024,10:44:20,,1368,,,,,,
20-08-2024,10:44:50,,1369,,,,,,
20-08-2024,10:45:20,,1369,,,,,,
20-08-2024,10:45:50,,1370,,,,,,
20-08-2024,10:46:20,,1371,,,,,,
20-08-2024,10:46:50,,1372,,,,,,
20-08-2024,10:47:20,,1373,,,,,,
20-08-2024,10:47:50,,1374,,,,,,
20-08-2024,10:48:20,,1375,,,,,,
20-08-2024,10:48:50,,1376,,,,,,
20-08-2024,10:49:20,,1377,,,,,,
20-08-2024,10:49:50,,1378,,,,,,
20-08-2024,10:50:20,,1378,,,,,,
20-08-2024,10:50:50,,1379,,,,,,
20-08-2024,10:51:20,,1380,,,,,,
20-08-2024,10:51:50,,1381,,,,,,
20-08-2024,10:52:20,,1382,,,,,,
20-08-2024,10:52:50,,1382,,,,,,
20-08-2024,10:53:20,,1382,,,,,,
20-08-2024,10:53:50,,1382,,,,,,
20-08-2024,10:54:20,,1382,,,,,,
20-08-2024,10:54:50,,1382,,,,,,
20-08-2024,10:55:20,,1382,,,,,,
20-08-2024,10:55:50,,1382,,,,,,
20-08-2024,10:56:20,,1382,,,,,,
20-08-2024,10:56:50,,1382,,,,,,
20-08-2024,10:57:20,,1382,,,,,,
20-08-2024,10:57:50,,1382,,,,,,
20-08-2024,10:58:20,,1382,,,,,,
20-08-2024,10:58:50,,1383,,,,,,
20-08-2024,10:59:20,,1384,,,,,,
20-08-2024,10:59:50,,1384,,,,,,
20-08-2024,11:00:20,,1385,,,,,,
20-08-2024,11:00:50,,1386,,,,,,
20-08-2024,11:01:20,,1387,,,,,,
20-08-2024,11:01:50,,1388,,,,,,
20-08-2024,11:02:20,,1389,,,,,,
20-08-2024,11:02:50,,1390,,,,,,
20-08-2024,11:03:20,,1390,,,,,,
20-08-2024,11:03:50,,1391,,,,,,
20-08-2024,11:04:20,,1392,,,,,,
20-08-2024,11:04:50,,1393,,,,,,
20-08-2024,11:05:20,,1394,,,,,,
20-08-2024,11:05:50,,1395,,,,,,
20-08-2024,11:06:20,,1396,,,,,,
20-08-2024,11:06:50,,1396,,,,,,
20-08-2024,11:07:20,,1397,,,,,,
20-08-2024,11:07:50,,1398,,,,,,
20-08-2024,11:08:20,,1399,,,,,,
20-08-2024,11:08:50,,1400,,,,,,
20-08-2024,11:09:20,,1401,,,,,,
20-08-2024,11:09:50,,1402,,,,,,
20-08-2024,11:10:20,,1402,,,,,,
20-08-2024,11:10:50,,1403,,,,,,
20-08-2024,11:11:20,,1404,,,,,,
20-08-2024,11:11:50,,1405,,,,,,
20-08-2024,11:12:20,,1406,,,,,,
20-08-2024,11:12:50,,1407,,,,,,
20-08-2024,11:13:20,,1408,,,,,,
20-08-2024,11:13:50,,1408,,,,,,
20-08-2024,11:14:20,,1409,,,,,,
20-08-2024,11:14:50,,1410,,,,,,
20-08-2024,11:15:20,,1411,,,,,,
20-08-2024,11:15:50,,1412,,,,,,
20-08-2024,11:16:20,,1413,,,,,,
20-08-2024,11:16:50,,1414,,,,,,
20-08-2024,11:17:20,,1414,,,,,,
20-08-2024,11:17:50,,1415,,,,,,
20-08-2024,11:18:20,,1416,,,,,,
20-08-2024,11:18:50,,1417,,,,,,
20-08-2024,11:19:20,,1417,,,,,,
20-08-2024,11:19:50,,1417,,,,,,
20-08-2024,11:20:20,,1417,,,,,,
20-08-2024,11:20:50,,1417,,,,,,
20-08-2024,11:21:20,,1417,,,,,,
20-08-2024,11:21:50,,1417,,,,,,
20-08-2024,11:22:20,,1417,,,,,,
20-08-2024,11:22:50,,1417,,,,,,
20-08-2024,11:23:20,,1417,,,,,,
20-08-2024,11:23:50,,1417,,,,,,
20-08-2024,11:24:20,,1417,,,,,,
20-08-2024,11:24:50,,1417,,,,,,
20-08-2024,11:25:20,,1417,,,,,,
20-08-2024,11:25:50,,1417,,,,,,
20-08-2024,11:26:20,,1417,,,,,,
20-08-2024,11:26:50,,1417,,,,,,
20-08-2024,11:27:20,,1417,,,,,,
20-08-2024,11:27:50,,1417,,,,,,
20-08-2024,11:28:20,,1417,,,,,,
20-08-2024,11:28:50,,1417,,,,,,
20-08-2024,11:29:20,,1417,,,,,,
20-08-2024,11:29:50,,1417,,,,,,
20-08-2024,11:30:20,,1417,,,,,,
20-08-2024,11:30:50,,1417,,,,,,
20-08-2024,11:31:20,,1417,,,,,,
20-08-2024,11:31:50,,1417,,,,,,
20-08-2024,11:32:20,,1417,,,,,,
20-08-2024,11:32:50,,1417,,,,,,
20-08-2024,11:33:20,,1417,,,,,,
20-08-2024,11:33:50,,1417,,,,,,
20-08-2024,11:34:20,,1417,,,,,,
20-08-2024,11:34:50,,1417,,,,,,
20-08-2024,11:35:20,,1417,,,,,,
20-08-2024,11:35:50,,1417,,,,,,
20-08-2024,11:36:20,,1417,,,,,,
20-08-2024,11:36:50,,1417,,,,,,
20-08-2024,11:37:20,,1417,,,,,,
20-08-2024,11:37:50,,1417,,,,,,
20-08-2024,11:38:20,,1417,,,,,,
20-08-2024,11:38:50,,1417,,,,,,
20-08-2024,11:39:20,,1417,,,,,,
20-08-2024,11:39:50,,1417,,,,,,
20-08-2024,11:40:20,,1417,,,,,,
20-08-2024,11:40:50,,1417,,,,,,
20-08-2024,11:41:20,,1417,,,,,,
20-08-2024,11:41:50,,1417,,,,,,
20-08-2024,11:42:20,,1417,,,,,,
20-08-2024,11:42:50,,1417,,,,,,
20-08-2024,11:43:20,,1417,,,,,,
20-08-2024,11:43:50,,1417,,,,,,
20-08-2024,11:44:20,,1417,,,,,,
20-08-2024,11:44:50,,1417,,,,,,
20-08-2024,11:45:20,,1417,,,,,,
20-08-2024,11:45:50,,1417,,,,,,
20-08-2024,11:46:20,,1417,,,,,,
20-08-2024,11:46:50,,1417,,,,,,
20-08-2024,11:47:20,,1417,,,,,,
20-08-2024,11:47:50,,1417,,,,,,
20-08-2024,11:48:20,,1417,,,,,,
20-08-2024,11:48:50,,1417,,,,,,
20-08-2024,11:49:20,,1417,,,,,,
20-08-2024,11:49:50,,1417,,,,,,
20-08-2024,11:50:20,,1417,,,,,,
20-08-2024,11:50:50,,1417,,,,,,
20-08-2024,11:51:20,,1417,,,,,,
20-08-2024,11:51:50,,1417,,,,,,
20-08-2024,11:52:20,,1417,,,,,,
20-08-2024,11:52:50,,1417,,,,,,
20-08-2024,11:53:20,,1417,,,,,,
20-08-2024,11:53:50,,1417,,,,,,
20-08-2024,11:54:20,,1417,,,,,,
20-08-2024,11:54:50,,1417,,,,,,
20-08-2024,11:55:20,,1417,,,,,,
20-08-2024,11:55:50,,1417,,,,,,
20-08-2024,11:56:20,,1417,,,,,,
20-08-2024,11:56:50,,1417,,,,,,
20-08-2024,11:57:20,,1417,,,,,,
20-08-2024,11:57:50,,1417,,,,,,
20-08-2024,11:58:20,,1417,,,,,,
20-08-2024,11:58:50,,1417,,,,,,
20-08-2024,11:59:20,,1417,,,,,,
20-08-2024,11:59:50,,1417,,,,,,
20-08-2024,12:00:20,,1417,,,,,,
20-08-2024,12:00:50,,1417,,,,,,
20-08-2024,12:01:20,,1417,,,,,,
20-08-2024,12:01:50,,1417,,,,,,
20-08-2024,12:02:20,,1417,,,,,,
20-08-2024,12:02:50,,1417,,,,,,
20-08-2024,12:03:20,,1417,,,,,,
20-08-2024,12:03:50,,1417,,,,,,
20-08-2024,12:04:20,,1417,,,,,,
20-08-2024,12:04:50,,1417,,,,,,
20-08-2024,12:05:20,,1417,,,,,,
20-08-2024,12:05:50,,1417,,,,,,
20-08-2024,12:06:20,,1417,,,,,,
20-08-2024,12:06:50,,1417,,,,,,
20-08-2024,12:07:20,,1417,,,,,,
20-08-2024,12:07:50,,1417,,,,,,
20-08-2024,12:08:20,,1417,,,,,,
20-08-2024,12:08:50,,1417,,,,,,
20-08-2024,12:09:20,,1417,,,,,,
20-08-2024,12:09:50,,1417,,,,,,
20-08-2024,12:10:20,,1417,,,,,,
20-08-2024,12:10:50,,1417,,,,,,
20-08-2024,12:11:20,,1417,,,,,,
20-08-2024,12:11:50,,1417,,,,,,
20-08-2024,12:12:20,,1417,,,,,,
20-08-2024,12:12:50,,1417,,,,,,
20-08-2024,12:13:20,,1417,,,,,,
20-08-2024,12:13:50,,1417,,,,,,
20-08-2024,12:14:20,,1417,,,,,,
20-08-2024,12:14:50,,1417,,,,,,
20-08-2024,12:15:20,,1417,,,,,,
20-08-2024,12:15:50,,1417,,,,,,
20-08-2024,12:16:20,,1417,,,,,,
20-08-2024,12:16:50,,1417,,,,,,
20-08-2024,12:17:20,,1417,,,,,,
20-08-2024,12:17:50,,1417,,,,,,
20-08-2024,12:18:20,,1417,,,,,,
20-08-2024,12:18:50,,1417,,,,,,
20-08-2024,12:19:20,,1417,,,,,,
20-08-2024,12:19:50,,1417,,,,,,
20-08-2024,12:20:20,,1417,,,,,,
20-08-2024,12:20:50,,1417,,,,,,
20-08-2024,12:21:20,,1417,,,,,,
20-08-2024,12:21:50,,1417,,,,,,
20-08-2024,12:22:20,,1417,,,,,,
20-08-2024,12:22:50,,1417,,,,,,
20-08-2024,12:23:20,,1417,,,,,,
20-08-2024,12:23:50,,1417,,,,,,
20-08-2024,12:24:20,,1417,,,,,,
20-08-2024,12:24:50,,1417,,,,,,
20-08-2024,12:25:20,,1417,,,,,,
20-08-2024,12:25:50,,1417,,,,,,
20-08-2024,12:26:20,,1417,,,,,,
20-08-2024,12:26:50,,1417,,,,,,
20-08-2024,12:27:20,,1417,,,,,,
20-08-2024,12:27:50,,1417,,,,,,
20-08-2024,12:28:20,,1417,,,,,,
20-08-2024,12:28:50,,1417,,,,,,
20-08-2024,12:29:20,,1417,,,,,,
20-08-2024,12:29:50,,1417,,,,,,
20-08-2024,12:30:20,,1417,,,,,,
20-08-2024,12:30:50,,1417,,,,,,
20-08-2024,12:31:20,,1417,,,,,,
20-08-2024,12:31:50,,1417,,,,,,
20-08-2024,12:32:20,,1417,,,,,,
20-08-2024,12:32:50,,1417,,,,,,
20-08-2024,12:33:20,,1417,,,,,,
20-08-2024,12:33:50,,1417,,,,,,
20-08-2024,12:34:20,,1417,,,,,,
20-08-2024,12:34:50,,1417,,,,,,
20-08-2024,12:35:20,,1417,,,,,,
20-08-2024,12:35:50,,1417,,,,,,
20-08-2024,12:36:20,,1417,,,,,,
20-08-2024,12:36:50,,1417,,,,,,
20-08-2024,12:37:20,,1417,,,,,,
20-08-2024,12:37:50,,1417,,,,,,
20-08-2024,12:38:20,,1417,,,,,,
20-08-2024,12:38:50,,1417,,,,,,
20-08-2024,12:39:20,,1417,,,,,,
20-08-2024,12:39:50,,1417,,,,,,
20-08-2024,12:40:20,,1417,,,,,,
20-08-2024,12:40:50,,1417,,,,,,
20-08-2024,12:41:20,,1417,,,,,,
20-08-2024,12:41:50,,1417,,,,,,
20-08-2024,12:42:20,,1417,,,,,,
20-08-2024,12:42:50,,1417,,,,,,
20-08-2024,12:43:20,,1417,,,,,,
20-08-2024,12:43:50,,1417,,,,,,
20-08-2024,12:44:20,,1417,,,,,,
20-08-2024,12:44:50,,1417,,,,,,
20-08-2024,12:45:20,,1417,,,,,,
20-08-2024,12:45:50,,1417,,,,,,
20-08-2024,12:46:20,,1417,,,,,,
20-08-2024,12:46:50,,1417,,,,,,
20-08-2024,12:47:20,,1417,,,,,,
20-08-2024,12:47:50,,1417,,,,,,
20-08-2024,12:48:20,,1417,,,,,,
20-08-2024,12:48:50,,1417,,,,,,
20-08-2024,12:49:20,,1417,,,,,,
20-08-2024,12:49:50,,1417,,,,,,
20-08-2024,12:50:20,,1417,,,,,,
20-08-2024,12:50:50,,1417,,,,,,
20-08-2024,12:51:20,,1417,,,,,,
20-08-2024,12:51:50,,1417,,,,,,
20-08-2024,12:52:20,,1417,,,,,,
20-08-2024,12:52:50,,1417,,,,,,
20-08-2024,12:53:20,,1417,,,,,,
20-08-2024,12:53:50,,1417,,,,,,
20-08-2024,12:54:20,,1417,,,,,,
20-08-2024,12:54:50,,1417,,,,,,
20-08-2024,12:55:20,,1417,,,,,,
20-08-2024,12:55:50,,1417,,,,,,
20-08-2024,12:56:20,,1417,,,,,,
20-08-2024,12:56:50,,1417,,,,,,
20-08-2024,12:57:20,,1417,,,,,,
20-08-2024,12:57:50,,1417,,,,,,
20-08-2024,12:58:20,,1417,,,,,,
20-08-2024,12:58:50,,1417,,,,,,
20-08-2024,12:59:20,,1417,,,,,,
20-08-2024,12:59:50,,1417,,,,,,
20-08-2024,13:00:20,,1417,,,,,,
20-08-2024,13:00:50,,1417,,,,,,
20-08-2024,13:01:20,,1417,,,,,,
20-08-2024,13:01:50,,1417,,,,,,
20-08-2024,13:02:20,,1417,,,,,,
20-08-2024,13:02:50,,1417,,,,,,
20-08-2024,13:03:20,,1417,,,,,,
20-08-2024,13:03:50,,1417,,,,,,
20-08-2024,13:04:20,,1417,,,,,,
20-08-2024,13:04:50,,1417,,,,,,
20-08-2024,13:05:20,,1417,,,,,,
20-08-2024,13:05:50,,1417,,,,,,
20-08-2024,13:06:20,,1417,,,,,,
20-08-2024,13:06:50,,1417,,,,,,
20-08-2024,13:07:20,,1417,,,,,,
20-08-2024,13:07:50,,1417,,,,,,
20-08-2024,13:08:20,,1417,,,,,,
20-08-2024,13:08:50,,1417,,,,,,
20-08-2024,13:09:20,,1417,,,,,,
20-08-2024,13:09:50,,1417,,,,,,
20-08-2024,13:10:20,,1417,,,,,,
20-08-2024,13:10:50,,1417,,,,,,
20-08-2024,13:11:20,,1417,,,,,,
20-08-2024,13:11:50,,1417,,,,,,
20-08-2024,13:12:20,,1417,,,,,,
20-08-2024,13:12:50,,1417,,,,,,
20-08-2024,13:13:20,,1417,,,,,,
20-08-2024,13:13:50,,1417,,,,,,
20-08-2024,13:14:20,,1417,,,,,,
20-08-2024,13:14:50,,1417,,,,,,
20-08-2024,13:15:20,,1417,,,,,,
20-08-2024,13:15:50,,1417,,,,,,
20-08-2024,13:16:20,,1417,,,,,,
20-08-2024,13:16:50,,1417,,,,,,
20-08-2024,13:17:20,,1417,,,,,,
20-08-2024,13:17:50,,1417,,,,,,
20-08-2024,13:18:20,,1417,,,,,,
20-08-2024,13:18:50,,1417,,,,,,
20-08-2024,13:19:20,,1417,,,,,,
20-08-2024,13:19:50,,1417,,,,,,
20-08-2024,13:20:20,,1418,,,,,,
20-08-2024,13:20:50,,1419,,,,,,
20-08-2024,13:21:20,,1420,,,,,,
20-08-2024,13:21:50,,1421,,,,,,
20-08-2024,13:22:20,,1422,,,,,,
20-08-2024,13:22:50,,1423,,,,,,
20-08-2024,13:23:20,,1424,,,,,,
20-08-2024,13:23:50,,1425,,,,,,
20-08-2024,13:24:20,,1426,,,,,,
20-08-2024,13:24:50,,1427,,,,,,
20-08-2024,13:25:20,,1428,,,,,,
20-08-2024,13:25:50,,1429,,,,,,
20-08-2024,13:26:20,,1430,,,,,,
20-08-2024,13:26:50,,1431,,,,,,
20-08-2024,13:27:20,,1432,,,,,,
20-08-2024,13:27:50,,1433,,,,,,
20-08-2024,13:28:20,,1434,,,,,,
20-08-2024,13:28:50,,1435,,,,,,
20-08-2024,13:29:20,,1436,,,,,,
20-08-2024,13:29:50,,1437,,,,,,
20-08-2024,13:30:20,,1438,,,,,,
20-08-2024,13:30:50,,1439,,,,,,
20-08-2024,13:31:20,,1440,,,,,,
20-08-2024,13:31:50,,1441,,,,,,
20-08-2024,13:32:20,,1442,,,,,,
20-08-2024,13:32:50,,1443,,,,,,
20-08-2024,13:33:20,,1444,,,,,,
20-08-2024,13:33:50,,1445,,,,,,
20-08-2024,13:34:20,,1446,,,,,,
20-08-2024,13:34:50,,1447,,,,,,
20-08-2024,13:35:20,,1448,,,,,,
20-08-2024,13:35:50,,1449,,,,,,
20-08-2024,13:36:20,,1450,,,,,,
20-08-2024,13:36:50,,1451,,,,,,
20-08-2024,13:37:20,,1452,,,,,,
20-08-2024,13:37:50,,1453,,,,,,
20-08-2024,13:38:20,,1454,,,,,,
20-08-2024,13:38:50,,1455,,,,,,
20-08-2024,13:39:20,,1456,,,,,,
20-08-2024,13:39:50,,1457,,,,,,
20-08-2024,13:40:20,,1458,,,,,,
20-08-2024,13:40:50,,1459,,,,,,
20-08-2024,13:41:20,,1460,,,,,,
20-08-2024,13:41:50,,1461,,,,,,
20-08-2024,13:42:20,,1462,,,,,,
20-08-2024,13:42:50,,1463,,,,,,
20-08-2024,13:43:20,,1464,,,,,,
20-08-2024,13:43:50,,1465,,,,,,
20-08-2024,13:44:20,,1466,,,,,,
20-08-2024,13:44:50,,1467,,,,,,
20-08-2024,13:45:20,,1468,,,,,,
20-08-2024,13:45:50,,1469,,,,,,
20-08-2024,13:46:20,,1470,,,,,,
20-08-2024,13:46:50,,1471,,,,,,
20-08-2024,13:47:20,,1472,,,,,,
20-08-2024,13:47:50,,1473,,,,,,
20-08-2024,13:48:20,,1474,,,,,,
20-08-2024,13:48:50,,1475,,,,,,
20-08-2024,13:49:20,,1476,,,,,,
20-08-2024,13:49:50,,1477,,,,,,
20-08-2024,13:50:20,,1478,,,,,,
20-08-2024,13:50:50,,1479,,,,,,
20-08-2024,13:51:20,,1480,,,,,,
20-08-2024,13:51:50,,1481,,,,,,
20-08-2024,13:52:20,,1482,,,,,,
20-08-2024,13:52:50,,1483,,,,,,
20-08-2024,13:53:20,,1484,,,,,,
20-08-2024,13:53:50,,1485,,,,,,
20-08-2024,13:54:20,,1486,,,,,,
20-08-2024,13:54:50,,1487,,,,,,
20-08-2024,13:55:20,,1488,,,,,,
20-08-2024,13:55:50,,1489,,,,,,
20-08-2024,13:56:20,,1490,,,,,,
20-08-2024,13:56:50,,1491,,,,,,
20-08-2024,13:57:20,,1492,,,,,,
20-08-2024,13:57:50,,1493,,,,,,
20-08-2024,13:58:20,,1494,,,,,,
20-08-2024,13:58:50,,1495,,,,,,
20-08-2024,13:59:20,,1496,,,,,,
20-08-2024,13:59:50,,1497,,,,,,
20-08-2024,14:00:20,,1498,,,,,,
20-08-2024,14:00:50,,1499,,,,,,
20-08-2024,14:01:20,,1500,,,,,,
20-08-2024,14:01:50,,1501,,,,,,
20-08-2024,14:02:20,,1502,,,,,,
20-08-2024,14:02:50,,1503,,,,,,
20-08-2024,14:03:20,,1504,,,,,,
20-08-2024,14:03:50,,1505,,,,,,
20-08-2024,14:04:20,,1506,,,,,,
20-08-2024,14:04:50,,1507,,,,,,
20-08-2024,14:05:20,,1508,,,,,,
20-08-2024,14:05:50,,1509,,,,,,
20-08-2024,14:06:20,,1510,,,,,,
20-08-2024,14:06:50,,1511,,,,,,
20-08-2024,14:07:20,,1512,,,,,,
20-08-2024,14:07:50,,1513,,,,,,
20-08-2024,14:08:20,,1514,,,,,,
20-08-2024,14:08:50,,1515,,,,,,
20-08-2024,14:09:20,,1516,,,,,,
20-08-2024,14:09:50,,1517,,,,,,
20-08-2024,14:10:20,,1518,,,,,,
20-08-2024,14:10:50,,1519,,,,,,
20-08-2024,14:11:20,,1520,,,,,,
20-08-2024,14:11:50,,1521,,,,,,
20-08-2024,14:12:20,,1522,,,,,,
20-08-2024,14:12:50,,1523,,,,,,
20-08-2024,14:13:20,,1524,,,,,,
20-08-2024,14:13:50,,1525,,,,,,
20-08-2024,14:14:20,,1526,,,,,,
20-08-2024,14:14:50,,1527,,,,,,
20-08-2024,14:15:20,,1528,,,,,,
20-08-2024,14:15:50,,1529,,,,,,
20-08-2024,14:16:20,,1530,,,,,,
20-08-2024,14:16:50,,1531,,,,,,
20-08-2024,14:17:20,,1532,,,,,,
20-08-2024,14:17:50,,1533,,,,,,
20-08-2024,14:18:20,,1534,,,,,,
20-08-2024,14:18:50,,1535,,,,,,
20-08-2024,14:19:20,,1536,,,,,,
20-08-2024,14:19:50,,1537,,,,,,
20-08-2024,14:20:20,,1538,,,,,,
20-08-2024,14:20:50,,1539,,,,,,
20-08-2024,14:21:20,,1540,,,,,,
20-08-2024,14:21:50,,1541,,,,,,
20-08-2024,14:22:20,,1542,,,,,,
20-08-2024,14:22:50,,1543,,,,,,
20-08-2024,14:23:20,,1544,,,,,,
20-08-2024,14:23:50,,1545,,,,,,
20-08-2024,14:24:20,,1546,,,,,,
20-08-2024,14:24:50,,1547,,,,,,
20-08-2024,14:25:20,,1548,,,,,,
20-08-2024,14:25:50,,1549,,,,,,
20-08-2024,14:26:20,,1551,,,,,,
20-08-2024,14:26:50,,1551,,,,,,
20-08-2024,14:27:20,,1552,,,,,,
20-08-2024,14:27:50,,1553,,,,,,
20-08-2024,14:28:20,,1554,,,,,,
20-08-2024,14:28:50,,1555,,,,,,
20-08-2024,14:29:20,,1556,,,,,,
20-08-2024,14:29:50,,1557,,,,,,
20-08-2024,14:30:20,,1558,,,,,,
20-08-2024,14:30:50,,1559,,,,,,
20-08-2024,14:31:20,,1560,,,,,,
20-08-2024,14:31:50,,1561,,,,,,
20-08-2024,14:32:20,,1562,,,,,,
20-08-2024,14:32:50,,1563,,,,,,
20-08-2024,14:33:20,,1564,,,,,,
20-08-2024,14:33:50,,1565,,,,,,
20-08-2024,14:34:20,,1566,,,,,,
20-08-2024,14:34:50,,1567,,,,,,
20-08-2024,14:35:20,,1568,,,,,,
20-08-2024,14:35:50,,1569,,,,,,
20-08-2024,14:36:20,,1570,,,,,,
20-08-2024,14:36:50,,1571,,,,,,
20-08-2024,14:37:20,,1572,,,,,,
20-08-2024,14:37:50,,1573,,,,,,
20-08-2024,14:38:20,,1574,,,,,,
20-08-2024,14:38:50,,1575,,,,,,
20-08-2024,14:39:20,,1576,,,,,,
20-08-2024,14:39:50,,1578,,,,,,
20-08-2024,14:40:20,,1578,,,,,,
20-08-2024,14:40:50,,1579,,,,,,
20-08-2024,14:41:20,,1580,,,,,,
20-08-2024,14:41:50,,1582,,,,,,
20-08-2024,14:42:20,,1582,,,,,,
20-08-2024,14:42:50,,1583,,,,,,
20-08-2024,14:43:20,,1584,,,,,,
20-08-2024,14:43:50,,1585,,,,,,
20-08-2024,14:44:20,,1586,,,,,,
20-08-2024,14:44:50,,1587,,,,,,
20-08-2024,14:45:20,,1588,,,,,,
20-08-2024,14:45:50,,1589,,,,,,
20-08-2024,14:46:20,,1590,,,,,,
20-08-2024,14:46:50,,1591,,,,,,
20-08-2024,14:47:20,,1592,,,,,,
20-08-2024,14:47:50,,1593,,,,,,
20-08-2024,14:48:20,,1594,,,,,,
20-08-2024,14:48:50,,1595,,,,,,
20-08-2024,14:49:20,,1596,,,,,,
20-08-2024,14:49:50,,1597,,,,,,
20-08-2024,14:50:20,,1598,,,,,,
20-08-2024,14:50:50,,1599,,,,,,
20-08-2024,14:51:20,,1600,,,,,,
20-08-2024,14:51:50,,1608,,,,,,
20-08-2024,14:52:20,,1611,,,,,,
20-08-2024,14:52:50,,1614,,,,,,
20-08-2024,14:53:20,,1617,,,,,,
20-08-2024,14:53:50,,1620,,,,,,
20-08-2024,14:54:20,,1623,,,,,,
20-08-2024,14:54:50,,1626,,,,,,
20-08-2024,14:55:20,,1629,,,,,,
20-08-2024,14:55:50,,1632,,,,,,
20-08-2024,14:56:20,,1635,,,,,,
20-08-2024,14:56:50,,1638,,,,,,
20-08-2024,14:57:20,,1641,,,,,,
20-08-2024,14:57:50,,1644,,,,,,
20-08-2024,14:58:20,,1647,,,,,,
20-08-2024,14:58:50,,1647,,,,,,
20-08-2024,14:59:20,,1647,,,,,,
20-08-2024,14:59:50,,1647,,,,,,
20-08-2024,15:00:20,,1647,,,,,,
20-08-2024,15:00:50,,1647,,,,,,
20-08-2024,15:01:20,,1647,,,,,,
20-08-2024,15:01:50,,1647,,,,,,
20-08-2024,15:02:20,,1650,,,,,,
20-08-2024,15:02:50,,1653,,,,,,
20-08-2024,15:03:20,,1656,,,,,,
20-08-2024,15:03:50,,1659,,,,,,
20-08-2024,15:04:20,,1662,,,,,,
20-08-2024,15:04:50,,1665,,,,,,
20-08-2024,15:05:20,,1668,,,,,,
20-08-2024,15:05:50,,1671,,,,,,
20-08-2024,15:06:20,,1674,,,,,,
20-08-2024,15:06:50,,1677,,,,,,
20-08-2024,15:07:20,,1680,,,,,,
20-08-2024,15:07:50,,1683,,,,,,
20-08-2024,15:08:20,,1686,,,,,,
20-08-2024,15:08:50,,1687,,,,,,
20-08-2024,15:09:20,,1687,,,,,,
20-08-2024,15:09:50,,1687,,,,,,
20-08-2024,15:10:20,,1687,,,,,,
20-08-2024,15:10:50,,1687,,,,,,
20-08-2024,15:11:20,,1687,,,,,,
20-08-2024,15:11:50,,1687,,,,,,
20-08-2024,15:12:20,,1687,,,,,,
20-08-2024,15:12:50,,1687,,,,,,
20-08-2024,15:13:20,,1687,,,,,,
20-08-2024,15:13:50,,1687,,,,,,
20-08-2024,15:14:20,,1687,,,,,,
20-08-2024,15:14:50,,1687,,,,,,
20-08-2024,15:15:20,,1687,,,,,,
20-08-2024,15:15:50,,1687,,,,,,
20-08-2024,15:16:20,,1687,,,,,,
20-08-2024,15:16:50,,1687,,,,,,
20-08-2024,15:17:20,,1687,,,,,,
20-08-2024,15:17:50,,1687,,,,,,
20-08-2024,15:18:20,,1687,,,,,,
20-08-2024,15:18:50,,1687,,,,,,
20-08-2024,15:19:20,,1690,,,,,,
20-08-2024,15:19:50,,1693,,,,,,
20-08-2024,15:20:20,,1696,,,,,,
20-08-2024,15:20:50,,1699,,,,,,
20-08-2024,15:21:20,,1702,,,,,,
20-08-2024,15:21:50,,1705,,,,,,
20-08-2024,15:22:20,,1705,,,,,,
20-08-2024,15:22:50,,1705,,,,,,
20-08-2024,15:23:20,,1705,,,,,,
20-08-2024,15:23:50,,1705,,,,,,
20-08-2024,15:24:20,,1705,,,,,,
20-08-2024,15:24:50,,1705,,,,,,
20-08-2024,15:25:20,,1705,,,,,,
20-08-2024,15:25:50,,1705,,,,,,
20-08-2024,15:26:20,,1705,,,,,,
20-08-2024,15:26:50,,1705,,,,,,
20-08-2024,15:27:20,,1705,,,,,,
20-08-2024,15:27:50,,1705,,,,,,
20-08-2024,15:28:20,,1705,,,,,,
20-08-2024,15:28:50,,1705,,,,,,
20-08-2024,15:29:20,,1705,,,,,,
20-08-2024,15:29:50,,1705,,,,,,
20-08-2024,15:30:20,,1705,,,,,,
20-08-2024,15:30:50,,1705,,,,,,
20-08-2024,15:31:20,,1705,,,,,,
20-08-2024,15:31:50,,1705,,,,,,
20-08-2024,15:32:20,,1705,,,,,,
20-08-2024,15:32:50,,1705,,,,,,
20-08-2024,15:33:20,,1705,,,,,,
20-08-2024,15:33:50,,1705,,,,,,
20-08-2024,15:34:20,,1705,,,,,,
20-08-2024,15:34:50,,1705,,,,,,
20-08-2024,15:35:20,,1705,,,,,,
20-08-2024,15:35:50,,1705,,,,,,
20-08-2024,15:36:20,,1705,,,,,,
20-08-2024,15:36:50,,1705,,,,,,
20-08-2024,15:37:20,,1705,,,,,,
20-08-2024,15:37:50,,1705,,,,,,
20-08-2024,15:38:20,,1705,,,,,,
20-08-2024,15:38:50,,1705,,,,,,
20-08-2024,15:39:20,,1705,,,,,,
